task_id,asset_id,department,task_type,maintenance_type,section_id,location_code,description,reported_date,due_date,estimated_duration_min,status,criticality,urgency,operational_impact,can_be_rescheduled,priority_score,priority_category,required_block_type,is_overdue,source_defect_id,base_priority_score,priority_source,priority_override_reason
TASK_000366,AST_000012,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic track_circuit maintenance activity,2026-04-19,2026-08-31,180,PENDING,62.0,86.1,40.6,TRUE,67.68,HIGH,SIGNAL_BLOCK,TRUE,DEF_000001,67.68,RULE_BASED,
TASK_000367,AST_000019,ENGINEERING,INSPECTION,INSPECTION,SEC_009,LOC_009,Synthetic bridge maintenance activity,2026-04-04,2026-10-11,120,PENDING,79.6,100.0,50.0,TRUE,70.36,HIGH,TRAFFIC_BLOCK,FALSE,,70.36,RULE_BASED,
TASK_000368,AST_000026,TRD,REPAIR,REPAIR,SEC_006,LOC_006,Synthetic isolator maintenance activity,2026-07-02,2026-10-22,120,COMPLETED,79.3,23.7,22.2,FALSE,40.41,MEDIUM,POWER_BLOCK,FALSE,,40.41,RULE_BASED,
TASK_000369,AST_000033,S&T,REPLACEMENT,REPLACEMENT,SEC_003,LOC_003,Synthetic track_circuit maintenance activity,2026-08-19,2026-10-26,180,COMPLETED,80.7,20.3,40.2,FALSE,44.38,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000112,44.38,RULE_BASED,
TASK_000370,AST_000040,ENGINEERING,TESTING,TESTING,SEC_010,LOC_005,Synthetic track maintenance activity,2026-03-26,2026-10-01,75,COMPLETED,49.9,100.0,49.0,FALSE,59.72,MEDIUM,TRAFFIC_BLOCK,FALSE,,59.72,RULE_BASED,
TASK_000371,AST_000047,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_008,Synthetic substation maintenance activity,2026-04-19,2026-10-15,60,PENDING,84.5,17.4,61.0,TRUE,50.04,MEDIUM,POWER_BLOCK,FALSE,,50.04,RULE_BASED,
TASK_000372,AST_000004,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_005,Synthetic turnout maintenance activity,2026-02-19,2026-10-22,150,COMPLETED,87.4,0.0,61.4,FALSE,45.94,MEDIUM,TRAFFIC_BLOCK,FALSE,,45.94,RULE_BASED,
TASK_000373,AST_000011,TRD,INSPECTION,INSPECTION,SEC_001,LOC_002,Synthetic switching_equipment maintenance activity,2026-02-11,2026-10-23,180,PENDING,69.6,15.5,41.4,TRUE,39.36,LOW,POWER_BLOCK,FALSE,,39.36,RULE_BASED,
TASK_000374,AST_000018,S&T,REPAIR,REPAIR,SEC_008,LOC_009,Synthetic interlocking_equipment maintenance activity,2026-09-03,2026-10-22,240,COMPLETED,94.2,21.9,54.3,FALSE,53.11,MEDIUM,SIGNAL_BLOCK,FALSE,,53.11,RULE_BASED,
TASK_000375,AST_000025,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_005,LOC_006,Synthetic turnout maintenance activity,2026-07-13,2026-10-16,150,PENDING,94.7,93.9,32.3,TRUE,69.39,HIGH,TRAFFIC_BLOCK,FALSE,DEF_000234,69.39,RULE_BASED,
TASK_000376,AST_000032,TRD,TESTING,TESTING,SEC_002,LOC_002,Synthetic substation maintenance activity,2026-07-27,2026-09-19,90,SCHEDULED,72.1,32.7,23.6,TRUE,40.94,MEDIUM,POWER_BLOCK,FALSE,,40.94,RULE_BASED,
TASK_000377,AST_000039,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_010,Synthetic signal maintenance activity,2026-02-09,2026-10-11,150,COMPLETED,91.8,54.1,74.0,FALSE,66.86,HIGH,SIGNAL_BLOCK,FALSE,,66.86,RULE_BASED,
TASK_000378,AST_000046,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_007,Synthetic turnout maintenance activity,2026-03-21,2026-10-25,150,COMPLETED,52.0,0.0,50.4,FALSE,30.8,LOW,TRAFFIC_BLOCK,FALSE,DEF_000295,30.8,RULE_BASED,
TASK_000379,AST_000003,S&T,INSPECTION,INSPECTION,SEC_003,LOC_004,Synthetic relay maintenance activity,2026-04-22,2026-10-26,180,IN_PROGRESS,55.7,89.4,26.8,FALSE,53.02,MEDIUM,SIGNAL_BLOCK,FALSE,,53.02,RULE_BASED,
TASK_000380,AST_000010,ENGINEERING,REPAIR,REPAIR,SEC_010,LOC_011,Synthetic points maintenance activity,2026-05-24,2026-10-19,75,SCHEDULED,83.3,49.9,70.1,TRUE,61.65,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000169,61.65,RULE_BASED,
TASK_000381,AST_000017,TRD,REPLACEMENT,REPLACEMENT,SEC_007,LOC_007,Synthetic substation maintenance activity,2026-06-03,2026-10-15,180,IN_PROGRESS,66.6,37.5,25.9,FALSE,41.04,MEDIUM,POWER_BLOCK,FALSE,DEF_000006,41.04,RULE_BASED,
TASK_000382,AST_000024,S&T,TESTING,TESTING,SEC_004,LOC_005,Synthetic interlocking_equipment maintenance activity,2026-07-04,2026-09-02,75,COMPLETED,66.7,100.0,18.3,FALSE,67.92,HIGH,SIGNAL_BLOCK,TRUE,DEF_000143,67.92,RULE_BASED,
TASK_000383,AST_000031,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_001,LOC_002,Synthetic turnout maintenance activity,2026-07-07,2026-10-23,30,CANCELLED,40.4,0.0,20.5,FALSE,19.26,LOW,TRAFFIC_BLOCK,FALSE,,19.26,RULE_BASED,
TASK_000384,AST_000038,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_008,LOC_008,Synthetic switching_equipment maintenance activity,2026-03-05,2026-09-29,90,CANCELLED,95.1,73.4,46.4,FALSE,66.9,HIGH,POWER_BLOCK,FALSE,,66.9,RULE_BASED,
TASK_000385,AST_000045,S&T,INSPECTION,INSPECTION,SEC_005,LOC_006,Synthetic signal maintenance activity,2026-04-23,2026-10-16,60,COMPLETED,42.3,82.3,21.0,FALSE,44.74,MEDIUM,SIGNAL_BLOCK,FALSE,,44.74,RULE_BASED,
TASK_000386,AST_000002,TRD,REPAIR,REPAIR,SEC_002,LOC_002,Synthetic isolator maintenance activity,2026-05-21,2026-10-24,180,SCHEDULED,63.8,65.4,35.2,TRUE,50.75,MEDIUM,POWER_BLOCK,FALSE,DEF_000241,50.75,RULE_BASED,
TASK_000387,AST_000009,S&T,REPLACEMENT,REPLACEMENT,SEC_009,LOC_010,Synthetic point_machine maintenance activity,2026-09-12,2026-10-29,150,IN_PROGRESS,89.0,0.0,48.6,FALSE,43.3,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000178,43.3,RULE_BASED,
TASK_000388,AST_000016,ENGINEERING,TESTING,TESTING,SEC_006,LOC_006,Synthetic bridge maintenance activity,2026-06-17,2026-10-26,240,COMPLETED,55.3,53.7,20.5,FALSE,40.59,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000065,40.59,RULE_BASED,
TASK_000389,AST_000023,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_003,LOC_003,Synthetic feeder maintenance activity,2026-04-05,2026-10-21,240,PENDING,55.6,100.0,56.0,TRUE,63.46,MEDIUM,POWER_BLOCK,FALSE,,63.46,RULE_BASED,
TASK_000390,AST_000030,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_010,LOC_005,Synthetic track_circuit maintenance activity,2026-04-10,2026-09-27,240,COMPLETED,88.6,57.5,30.5,FALSE,55.88,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000289,55.88,RULE_BASED,
TASK_000391,AST_000037,ENGINEERING,INSPECTION,INSPECTION,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-06-16,2026-09-16,30,CANCELLED,81.9,88.2,61.5,FALSE,70.5,HIGH,TRAFFIC_BLOCK,FALSE,,70.5,RULE_BASED,
TASK_000392,AST_000044,TRD,REPAIR,REPAIR,SEC_004,LOC_004,Synthetic substation maintenance activity,2026-08-24,2026-10-29,75,COMPLETED,56.3,0.0,14.0,FALSE,23.2,LOW,POWER_BLOCK,FALSE,DEF_000063,23.2,RULE_BASED,
TASK_000393,AST_000001,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_001,LOC_001,Synthetic culvert maintenance activity,2026-09-09,2026-09-25,90,PENDING,50.3,21.4,56.0,TRUE,38.02,LOW,TRAFFIC_BLOCK,FALSE,DEF_000300,38.02,RULE_BASED,
TASK_000394,AST_000008,TRD,TESTING,TESTING,SEC_008,LOC_008,Synthetic feeder maintenance activity,2026-05-18,2026-10-11,30,COMPLETED,88.0,0.0,46.5,FALSE,42.42,MEDIUM,POWER_BLOCK,FALSE,DEF_000187,42.42,RULE_BASED,
TASK_000395,AST_000015,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_005,Synthetic relay maintenance activity,2026-08-29,2026-10-16,90,COMPLETED,53.9,25.8,31.4,FALSE,34.46,LOW,SIGNAL_BLOCK,FALSE,,34.46,RULE_BASED,
TASK_000396,AST_000022,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic turnout maintenance activity,2026-02-03,2026-10-24,75,PENDING,76.5,65.8,21.9,TRUE,51.99,MEDIUM,TRAFFIC_BLOCK,FALSE,,51.99,RULE_BASED,
TASK_000397,AST_000029,TRD,INSPECTION,INSPECTION,SEC_009,LOC_010,Synthetic switching_equipment maintenance activity,2026-05-16,2026-10-29,240,IN_PROGRESS,88.2,100.0,44.5,FALSE,72.0,HIGH,POWER_BLOCK,FALSE,,72.0,RULE_BASED,
TASK_000398,AST_000036,S&T,REPAIR,REPAIR,SEC_006,LOC_007,Synthetic signal maintenance activity,2026-05-28,2026-10-26,60,PENDING,78.2,1.6,63.6,TRUE,43.75,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000285,43.75,RULE_BASED,
TASK_000399,AST_000043,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_003,LOC_004,Synthetic turnout maintenance activity,2026-08-15,2026-10-27,30,COMPLETED,70.1,73.1,43.5,FALSE,57.34,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000272,57.34,RULE_BASED,
TASK_000400,AST_000050,TRD,TESTING,TESTING,SEC_010,LOC_005,Synthetic feeder maintenance activity,2026-09-11,2026-10-26,150,SCHEDULED,88.2,53.8,34.8,TRUE,55.71,MEDIUM,POWER_BLOCK,FALSE,DEF_000159,55.71,RULE_BASED,
TASK_000401,AST_000007,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-04-03,2026-10-22,60,PENDING,52.8,87.4,53.1,TRUE,57.98,MEDIUM,TRAFFIC_BLOCK,FALSE,,57.98,RULE_BASED,
TASK_000402,AST_000014,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_005,Synthetic feeder maintenance activity,2026-06-15,2026-10-07,60,SCHEDULED,44.4,67.0,45.1,TRUE,46.92,MEDIUM,POWER_BLOCK,FALSE,DEF_000283,46.92,RULE_BASED,
TASK_000403,AST_000021,S&T,INSPECTION,INSPECTION,SEC_001,LOC_001,Synthetic signal maintenance activity,2026-04-03,2026-10-19,150,COMPLETED,42.9,100.0,18.3,FALSE,49.59,MEDIUM,SIGNAL_BLOCK,FALSE,,49.59,RULE_BASED,
TASK_000404,AST_000028,ENGINEERING,REPAIR,REPAIR,SEC_008,LOC_009,Synthetic culvert maintenance activity,2026-05-28,2026-10-22,240,PENDING,49.5,100.0,54.0,TRUE,60.82,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000057,60.82,RULE_BASED,
TASK_000405,AST_000035,TRD,REPLACEMENT,REPLACEMENT,SEC_005,LOC_006,Synthetic isolator maintenance activity,2026-07-09,2026-10-10,45,COMPLETED,84.2,66.0,70.1,FALSE,66.79,HIGH,POWER_BLOCK,FALSE,DEF_000144,66.79,RULE_BASED,
TASK_000406,AST_000042,S&T,TESTING,TESTING,SEC_002,LOC_002,Synthetic interlocking_equipment maintenance activity,2026-08-15,2026-10-29,90,PENDING,44.5,29.6,68.3,TRUE,41.53,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000231,41.53,RULE_BASED,
TASK_000407,AST_000049,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_010,Synthetic turnout maintenance activity,2026-04-28,2026-09-30,240,COMPLETED,67.6,59.5,27.4,FALSE,48.36,MEDIUM,TRAFFIC_BLOCK,FALSE,,48.36,RULE_BASED,
TASK_000408,AST_000006,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_007,Synthetic relay maintenance activity,2026-07-24,2026-10-21,90,COMPLETED,94.3,57.9,50.0,FALSE,62.87,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000255,62.87,RULE_BASED,
TASK_000409,AST_000013,ENGINEERING,INSPECTION,INSPECTION,SEC_003,LOC_004,Synthetic bridge maintenance activity,2026-07-02,2026-10-13,240,PENDING,54.3,1.7,31.3,TRUE,27.34,LOW,TRAFFIC_BLOCK,FALSE,,27.34,RULE_BASED,
TASK_000410,AST_000020,TRD,REPAIR,REPAIR,SEC_010,LOC_005,Synthetic isolator maintenance activity,2026-08-03,2026-10-17,60,COMPLETED,63.2,100.0,27.4,FALSE,58.97,MEDIUM,POWER_BLOCK,FALSE,DEF_000229,58.97,RULE_BASED,
TASK_000411,AST_000027,S&T,REPLACEMENT,REPLACEMENT,SEC_007,LOC_007,Synthetic point_machine maintenance activity,2026-08-22,2026-10-03,30,PENDING,50.8,24.2,62.7,TRUE,40.72,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000066,40.72,RULE_BASED,
TASK_000412,AST_000034,ENGINEERING,TESTING,TESTING,SEC_004,LOC_004,Synthetic culvert maintenance activity,2026-08-08,2026-10-07,120,PENDING,82.4,71.7,47.2,TRUE,62.15,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000103,62.15,RULE_BASED,
TASK_000413,AST_000041,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_001,LOC_001,Synthetic feeder maintenance activity,2026-04-01,2026-10-24,90,PENDING,89.8,100.0,63.0,TRUE,77.18,HIGH,POWER_BLOCK,FALSE,,77.18,RULE_BASED,
TASK_000414,AST_000048,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_008,LOC_009,Synthetic signal maintenance activity,2026-09-06,2026-10-22,60,COMPLETED,56.3,11.3,32.8,FALSE,31.3,LOW,SIGNAL_BLOCK,FALSE,DEF_000077,31.3,RULE_BASED,
TASK_000415,AST_000005,TRD,INSPECTION,INSPECTION,SEC_005,LOC_006,Synthetic ohe maintenance activity,2026-07-04,2026-10-10,240,COMPLETED,56.6,96.3,25.4,FALSE,55.05,MEDIUM,POWER_BLOCK,FALSE,,55.05,RULE_BASED,
TASK_000416,AST_000012,S&T,REPAIR,REPAIR,SEC_002,LOC_002,Synthetic track_circuit maintenance activity,2026-05-08,2026-10-29,45,PENDING,62.0,100.0,46.7,TRUE,63.38,MEDIUM,SIGNAL_BLOCK,FALSE,,63.38,RULE_BASED,
TASK_000417,AST_000019,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_009,LOC_009,Synthetic bridge maintenance activity,2026-04-26,2026-10-11,240,COMPLETED,79.6,11.6,58.3,FALSE,45.91,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000138,45.91,RULE_BASED,
TASK_000418,AST_000026,TRD,TESTING,TESTING,SEC_006,LOC_006,Synthetic isolator maintenance activity,2026-03-06,2026-10-21,60,PENDING,79.3,12.0,19.5,TRUE,36.23,LOW,POWER_BLOCK,FALSE,,36.23,RULE_BASED,
TASK_000419,AST_000033,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_003,LOC_003,Synthetic track_circuit maintenance activity,2026-07-31,2026-10-26,180,SCHEDULED,80.7,0.0,43.3,TRUE,39.07,LOW,SIGNAL_BLOCK,FALSE,,39.07,RULE_BASED,
TASK_000420,AST_000040,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_010,LOC_005,Synthetic track maintenance activity,2026-05-05,2026-10-28,120,PENDING,49.9,56.6,53.7,TRUE,47.87,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000099,47.87,RULE_BASED,
TASK_000421,AST_000047,TRD,INSPECTION,INSPECTION,SEC_007,LOC_008,Synthetic substation maintenance activity,2026-02-09,2026-10-03,60,PENDING,84.5,64.4,52.7,TRUE,62.07,MEDIUM,POWER_BLOCK,FALSE,,62.07,RULE_BASED,
TASK_000422,AST_000004,ENGINEERING,REPAIR,REPAIR,SEC_004,LOC_005,Synthetic turnout maintenance activity,2026-05-17,2026-10-25,75,PENDING,87.4,73.2,59.7,TRUE,67.47,HIGH,TRAFFIC_BLOCK,FALSE,DEF_000123,67.47,RULE_BASED,
TASK_000423,AST_000011,TRD,REPLACEMENT,REPLACEMENT,SEC_001,LOC_002,Synthetic switching_equipment maintenance activity,2026-08-18,2026-10-24,60,PENDING,69.6,100.0,44.8,TRUE,65.56,HIGH,POWER_BLOCK,FALSE,DEF_000210,65.56,RULE_BASED,
TASK_000424,AST_000018,S&T,TESTING,TESTING,SEC_008,LOC_009,Synthetic interlocking_equipment maintenance activity,2026-08-01,2026-10-22,45,COMPLETED,94.2,100.0,51.7,FALSE,75.9,HIGH,SIGNAL_BLOCK,FALSE,,75.9,RULE_BASED,
TASK_000425,AST_000025,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_006,Synthetic turnout maintenance activity,2026-03-10,2026-10-05,30,SCHEDULED,94.7,20.5,34.8,TRUE,47.99,MEDIUM,TRAFFIC_BLOCK,FALSE,,47.99,RULE_BASED,
TASK_000426,AST_000032,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic substation maintenance activity,2026-07-21,2026-10-24,90,PENDING,72.1,19.6,21.5,TRUE,36.49,LOW,POWER_BLOCK,FALSE,DEF_000221,36.49,RULE_BASED,
TASK_000427,AST_000039,S&T,INSPECTION,INSPECTION,SEC_009,LOC_010,Synthetic signal maintenance activity,2026-02-12,2026-10-11,120,CANCELLED,91.8,100.0,64.2,FALSE,78.18,HIGH,SIGNAL_BLOCK,FALSE,,78.18,RULE_BASED,
TASK_000428,AST_000046,ENGINEERING,REPAIR,REPAIR,SEC_006,LOC_007,Synthetic turnout maintenance activity,2026-09-09,2026-09-16,75,PENDING,52.0,79.0,48.7,TRUE,54.08,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000295,54.08,RULE_BASED,
TASK_000429,AST_000003,S&T,REPLACEMENT,REPLACEMENT,SEC_003,LOC_004,Synthetic relay maintenance activity,2026-09-04,2026-10-21,30,PENDING,55.7,0.0,19.8,TRUE,24.44,LOW,SIGNAL_BLOCK,FALSE,DEF_000082,24.44,RULE_BASED,
TASK_000430,AST_000010,ENGINEERING,TESTING,TESTING,SEC_010,LOC_011,Synthetic points maintenance activity,2026-07-22,2026-09-13,75,PENDING,83.3,75.5,71.1,TRUE,69.58,HIGH,TRAFFIC_BLOCK,FALSE,DEF_000269,69.58,RULE_BASED,
TASK_000431,AST_000017,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_007,LOC_007,Synthetic substation maintenance activity,2026-06-13,2026-10-15,180,SCHEDULED,66.6,39.9,17.4,TRUE,39.63,LOW,POWER_BLOCK,FALSE,,39.63,RULE_BASED,
TASK_000432,AST_000024,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_004,LOC_005,Synthetic interlocking_equipment maintenance activity,2026-02-01,2026-10-25,45,IN_PROGRESS,66.7,56.1,25.7,FALSE,46.6,MEDIUM,SIGNAL_BLOCK,FALSE,,46.6,RULE_BASED,
TASK_000433,AST_000031,ENGINEERING,INSPECTION,INSPECTION,SEC_001,LOC_002,Synthetic turnout maintenance activity,2026-08-14,2026-09-05,150,PENDING,40.4,73.4,28.4,TRUE,53.26,MEDIUM,TRAFFIC_BLOCK,TRUE,,53.26,RULE_BASED,
TASK_000434,AST_000038,TRD,REPAIR,REPAIR,SEC_008,LOC_008,Synthetic switching_equipment maintenance activity,2026-09-02,2026-10-22,180,SCHEDULED,95.1,0.0,47.3,TRUE,45.11,MEDIUM,POWER_BLOCK,FALSE,DEF_000067,45.11,RULE_BASED,
TASK_000435,AST_000045,S&T,REPLACEMENT,REPLACEMENT,SEC_005,LOC_006,Synthetic signal maintenance activity,2026-07-17,2026-10-05,150,CANCELLED,42.3,100.0,24.7,FALSE,50.98,MEDIUM,SIGNAL_BLOCK,FALSE,DEF_000104,50.98,RULE_BASED,
TASK_000436,AST_000002,TRD,TESTING,TESTING,SEC_002,LOC_002,Synthetic isolator maintenance activity,2026-07-01,2026-10-24,90,PENDING,63.8,100.0,33.3,TRUE,60.66,MEDIUM,POWER_BLOCK,FALSE,DEF_000141,60.66,RULE_BASED,
TASK_000437,AST_000009,S&T,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_009,LOC_010,Synthetic point_machine maintenance activity,2026-02-24,2026-10-11,180,PENDING,89.0,100.0,44.4,TRUE,72.25,HIGH,SIGNAL_BLOCK,FALSE,,72.25,RULE_BASED,
TASK_000438,AST_000016,ENGINEERING,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_006,LOC_006,Synthetic bridge maintenance activity,2026-06-28,2026-10-01,240,COMPLETED,55.3,98.7,19.5,FALSE,53.84,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000265,53.84,RULE_BASED,
TASK_000439,AST_000023,TRD,INSPECTION,INSPECTION,SEC_003,LOC_003,Synthetic feeder maintenance activity,2026-09-07,2026-10-21,75,PENDING,55.6,0.0,50.2,TRUE,32.01,LOW,POWER_BLOCK,FALSE,,32.01,RULE_BASED,
TASK_000440,AST_000030,S&T,REPAIR,REPAIR,SEC_010,LOC_005,Synthetic track_circuit maintenance activity,2026-07-29,2026-10-26,90,COMPLETED,88.6,0.0,26.4,FALSE,37.61,LOW,SIGNAL_BLOCK,FALSE,DEF_000089,37.61,RULE_BASED,
TASK_000441,AST_000037,ENGINEERING,REPLACEMENT,REPLACEMENT,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-05-23,2026-10-15,120,COMPLETED,81.9,81.8,53.8,FALSE,66.66,HIGH,TRAFFIC_BLOCK,FALSE,DEF_000026,66.66,RULE_BASED,
TASK_000442,AST_000044,TRD,TESTING,TESTING,SEC_004,LOC_004,Synthetic substation maintenance activity,2026-04-14,2026-10-01,75,COMPLETED,56.3,62.3,16.1,FALSE,42.42,MEDIUM,POWER_BLOCK,FALSE,DEF_000213,42.42,RULE_BASED,
TASK_000443,AST_000001,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_001,LOC_001,Synthetic culvert maintenance activity,2026-02-26,2026-10-25,150,COMPLETED,50.3,100.0,49.6,FALSE,60.0,MEDIUM,TRAFFIC_BLOCK,FALSE,,60.0,RULE_BASED,
TASK_000444,AST_000008,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_008,LOC_008,Synthetic feeder maintenance activity,2026-09-12,2026-10-24,45,PENDING,88.0,27.9,43.2,TRUE,49.97,MEDIUM,POWER_BLOCK,FALSE,DEF_000287,49.97,RULE_BASED,
TASK_000445,AST_000015,S&T,INSPECTION,INSPECTION,SEC_005,LOC_005,Synthetic relay maintenance activity,2026-06-18,2026-09-27,240,PENDING,53.9,32.3,31.3,TRUE,36.38,LOW,SIGNAL_BLOCK,FALSE,,36.38,RULE_BASED,
TASK_000446,AST_000022,ENGINEERING,REPAIR,REPAIR,SEC_002,LOC_002,Synthetic turnout maintenance activity,2026-07-17,2026-10-24,180,PENDING,76.5,38.0,24.9,TRUE,44.4,MEDIUM,TRAFFIC_BLOCK,FALSE,DEF_000061,44.4,RULE_BASED,
TASK_000447,AST_000029,TRD,REPLACEMENT,REPLACEMENT,SEC_009,LOC_010,Synthetic switching_equipment maintenance activity,2026-07-31,2026-09-22,240,PENDING,88.2,45.5,44.3,TRUE,55.6,MEDIUM,POWER_BLOCK,FALSE,DEF_000198,55.6,RULE_BASED,
TASK_000448,AST_000036,S&T,TESTING,TESTING,SEC_006,LOC_007,Synthetic signal maintenance activity,2026-08-17,2026-10-21,90,COMPLETED,78.2,71.8,72.4,FALSE,67.01,HIGH,SIGNAL_BLOCK,FALSE,DEF_000185,67.01,RULE_BASED,
TASK_000449,AST_000043,ENGINEERING,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_003,LOC_004,Synthetic turnout maintenance activity,2026-02-01,2026-10-29,75,SCHEDULED,70.1,20.3,42.5,TRUE,41.25,MEDIUM,TRAFFIC_BLOCK,FALSE,,41.25,RULE_BASED,
TASK_000450,AST_000050,TRD,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_010,LOC_005,Synthetic feeder maintenance activity,2026-06-10,2026-10-26,240,PENDING,88.2,0.0,34.1,TRUE,39.39,LOW,POWER_BLOCK,FALSE,DEF_000159,39.39,RULE_BASED,
TASK_000451,AST_000007,ENGINEERING,INSPECTION,INSPECTION,SEC_007,LOC_008,Synthetic turnout maintenance activity,2026-06-24,2026-09-22,180,PENDING,52.8,93.2,44.1,TRUE,57.46,MEDIUM,TRAFFIC_BLOCK,FALSE,,57.46,RULE_BASED,
TASK_000452,AST_000014,TRD,REPAIR,REPAIR,SEC_004,LOC_005,Synthetic feeder maintenance activity,2026-08-10,2026-10-12,150,PENDING,44.4,7.9,57.3,TRUE,32.24,LOW,POWER_BLOCK,FALSE,DEF_000083,32.24,RULE_BASED,
TASK_000453,AST_000021,S&T,REPLACEMENT,REPLACEMENT,SEC_001,LOC_001,Synthetic signal maintenance activity,2026-02-21,2026-10-19,60,COMPLETED,42.9,100.0,17.3,FALSE,49.34,MEDIUM,SIGNAL_BLOCK,FALSE,,49.34,RULE_BASED,
TASK_000454,AST_000028,ENGINEERING,TESTING,TESTING,SEC_008,LOC_009,Synthetic culvert maintenance activity,2026-08-11,2026-10-24,180,IN_PROGRESS,49.5,16.0,50.4,FALSE,34.72,LOW,TRAFFIC_BLOCK,FALSE,,34.72,RULE_BASED,
TASK_000455,AST_000035,TRD,PREVENTIVE_MAINTENANCE,PREVENTIVE_MAINTENANCE,SEC_005,LOC_006,Synthetic isolator maintenance activity,2026-04-21,2026-10-22,60,PENDING,84.2,29.9,68.0,TRUE,55.44,MEDIUM,POWER_BLOCK,FALSE,,55.44,RULE_BASED,
TASK_000456,AST_000042,S&T,CORRECTIVE_MAINTENANCE,CORRECTIVE_MAINTENANCE,SEC_002,LOC_002,Synthetic interlocking_equipment maintenance activity,2026-01-17,2026-10-24,240,COMPLETED,44.5,97.6,58.6,FALSE,59.5,MEDIUM,SIGNAL_BLOCK,FALSE,,59.5,RULE_BASED,
TASK_000457,AST_000049,ENGINEERING,INSPECTION,INSPECTION,SEC_009,LOC_010,Synthetic turnout maintenance activity,2026-04-24,2026-09-30,90,PENDING,67.6,48.1,33.1,TRUE,46.36,MEDIUM,TRAFFIC_BLOCK,FALSE,,46.36,RULE_BASED,
